#scalar perturbations for mode k = 1.500000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       3.365328645385e+02       1.189180981984e-03      -4.035193004474e+00      -2.036635869245e-03       1.328331492472e-02       2.235749366200e-02       3.166509341767e-03       4.906877850790e-03      -3.271571247741e+00       6.118771385548e-03       4.287249819735e-01       4.260141932266e-01      -2.515101748059e+00      -6.754603202017e-03      -9.472556716340e-02      -4.811758833882e+00       1.612016538825e-02 
       3.368656715503e+02       1.190815418896e-03      -4.035026383726e+00      -2.076731033145e-03       1.307927156792e-02       2.234399966912e-02       3.185686008143e-03       4.909233361295e-03      -3.274170254231e+00       6.137551658339e-03       4.285673225997e-01       4.258276892005e-01      -2.512848714770e+00      -6.762448009937e-03      -9.544418725192e-02      -4.817684905977e+00       1.613011554999e-02 
       3.371984785621e+02       1.192450761604e-03      -4.034840818205e+00      -2.116862864932e-03       1.287179216004e-02       2.233026660974e-02       3.204851036829e-03       4.911572711901e-03      -3.276774656660e+00       6.156357174387e-03       4.284099361910e-01       4.256414713382e-01      -2.510591074431e+00      -6.770208600050e-03      -9.616230075615e-02      -4.823613429846e+00       1.614005839468e-02 
       3.375312855738e+02       1.194087010109e-03      -4.034636292367e+00      -2.157030094784e-03       1.266087100289e-02       2.231629724842e-02       3.224003790870e-03       4.913896391134e-03      -3.279384463622e+00       6.175187081491e-03       4.282528221436e-01       4.254555395285e-01      -2.508328864876e+00      -6.777884904417e-03      -9.687989600338e-02      -4.829544403392e+00       1.614999394219e-02 
       3.378640925856e+02       1.195724164412e-03      -4.034412791226e+00      -2.197231459205e-03       1.244650261713e-02       2.230209429753e-02       3.243143640445e-03       4.916204875828e-03      -3.281999683425e+00       6.194040538765e-03       4.280959798482e-01       4.252698936607e-01      -2.506062123962e+00      -6.785476856729e-03      -9.759696132802e-02      -4.835477824519e+00       1.615992221232e-02 
       3.381968995974e+02       1.197362224511e-03      -4.034170300352e+00      -2.237465702371e-03       1.222868174020e-02       2.228766041801e-02       3.262269962811e-03       4.918498631293e-03      -3.284620324096e+00       6.212916719817e-03       4.279394087041e-01       4.250845336257e-01      -2.503790889571e+00      -6.792984392303e-03      -9.831348507183e-02      -4.841413691139e+00       1.616984322482e-02 
       3.385297066091e+02       1.199001190407e-03      -4.033908805864e+00      -2.277731576920e-03       1.200740332426e-02       2.227299822016e-02       3.281382142232e-03       4.920778111495e-03      -3.287246393387e+00       6.231814814560e-03       4.277831081053e-01       4.248994593154e-01      -2.501515199608e+00      -6.800407448082e-03      -9.902945558413e-02      -4.847352001161e+00       1.617975699937e-02 
       3.388724628921e+02       1.200690100036e-03      -4.033619615644e+00      -2.319232955319e-03       1.177589055442e-02       2.225766173963e-02       3.301050254456e-03       4.923111282395e-03      -3.289956651437e+00       6.251299933135e-03       4.276224170455e-01       4.247091507581e-01      -2.499166860534e+00      -6.807964045570e-03      -9.976623946857e-02      -4.853470388923e+00       1.618995960133e-02 
       3.392152191751e+02       1.202379970430e-03      -4.033310240496e+00      -2.360765221205e-03       1.154070025257e-02       2.224208854375e-02       3.320702062371e-03       4.925430252896e-03      -3.292672683343e+00       6.270806590074e-03       4.274620116124e-01       4.245191450364e-01      -2.496813877192e+00      -6.815430906267e-03      -1.005024114904e-01      -4.859591363875e+00       1.620015456827e-02 
       3.395579754581e+02       1.204070801587e-03      -4.032980667066e+00      -2.402327033732e-03       1.130182760433e-02       2.222628132083e-02       3.340336916216e-03       4.927735482355e-03      -3.295394496683e+00       6.290333937616e-03       4.273018911170e-01       4.243294420360e-01      -2.494456291064e+00      -6.822807966708e-03      -1.012379589493e-01      -4.865714923747e+00       1.621034192147e-02 
       3.399007317411e+02       1.205762593509e-03      -4.032630882608e+00      -2.443917061793e-03       1.105926802748e-02       2.221024270575e-02       3.359954173811e-03       4.930027418168e-03      -3.298122098747e+00       6.309881146217e-03       4.271420548815e-01       4.241400416440e-01      -2.492094143655e+00      -6.830095165258e-03      -1.019728691546e-01      -4.871841066270e+00       1.622052168215e-02 
       3.402434880240e+02       1.207455346195e-03      -4.032260874975e+00      -2.485533984507e-03       1.081301716937e-02       2.219397528095e-02       3.379553200473e-03       4.932306495979e-03      -3.300855496537e+00       6.329447405615e-03       4.269825022231e-01       4.239509437490e-01      -2.489727476493e+00      -6.837292442115e-03      -1.027071294255e-01      -4.877969789182e+00       1.623069387144e-02 
       3.405862443070e+02       1.209149059645e-03      -4.031870632617e+00      -2.527176488435e-03       1.056307090439e-02       2.217748157734e-02       3.399133368939e-03       4.934573139892e-03      -3.303594696774e+00       6.349031917690e-03       4.268232324495e-01       4.237621482411e-01      -2.487356331126e+00      -6.844399739306e-03      -1.034407270914e-01      -4.884101090220e+00       1.624085851041e-02 
       3.409290005900e+02       1.210843733859e-03      -4.031460144576e+00      -2.568843265548e-03       1.030942533187e-02       2.216076407520e-02       3.418694059280e-03       4.936827762659e-03      -3.306339705905e+00       6.368633891230e-03       4.266642448584e-01       4.235736550114e-01      -2.484980749123e+00      -6.851417000692e-03      -1.041736494920e-01      -4.890234967126e+00       1.625101562005e-02 
       3.412817314513e+02       1.212588728034e-03      -4.031016561956e+00      -2.611746563350e-03       1.004453216869e-02       2.214332897511e-02       3.438803004398e-03       4.939135869697e-03      -3.309170669199e+00       6.388823714101e-03       4.265009244316e-01       4.233799919125e-01      -2.482531446780e+00      -6.858544410592e-03      -1.049271823641e-01      -4.896550033503e+00       1.626146047342e-02 
       3.416344623125e+02       1.214334739706e-03      -4.030551516546e+00      -2.654672786355e-03       9.775713598593e-03       2.212566203021e-02       3.458890012603e-03       4.941432096621e-03      -3.312007797371e+00       6.409030381223e-03       4.263379013450e-01       4.231866487106e-01      -2.480077535220e+00      -6.865576353491e-03      -1.056799729266e-01      -4.902867823012e+00       1.627189739774e-02 
       3.419871931738e+02       1.216081768874e-03      -4.030064998350e+00      -2.697620542170e-03       9.502966100798e-03       2.210776578192e-02       3.478954432032e-03       4.943716857018e-03      -3.314851096563e+00       6.429253090666e-03       4.261751748377e-01       4.229936252911e-01      -2.477619059813e+00      -6.872512774277e-03      -1.064320074181e-01      -4.909188333205e+00       1.628232641563e-02 
       3.423399240351e+02       1.217829815538e-03      -4.029556998020e+00      -2.740588444616e-03       9.226286395891e-03       2.208964271913e-02       3.498995618671e-03       4.945990552683e-03      -3.317700572633e+00       6.449491048098e-03       4.260127441384e-01       4.228009215409e-01      -2.475156065949e+00      -6.879353619892e-03      -1.071832720900e-01      -4.915511561635e+00       1.629274754966e-02 
       3.426926548964e+02       1.219578879699e-03      -4.029027506854e+00      -2.783575111711e-03       8.945671443585e-03       2.207129527910e-02       3.519012936255e-03       4.948253573836e-03      -3.320556231155e+00       6.469743461598e-03       4.258506084656e-01       4.226085373481e-01      -2.472688599037e+00      -6.886098839333e-03      -1.079337532071e-01      -4.921837505861e+00       1.630316082228e-02 
       3.430453857576e+02       1.221328961356e-03      -4.028476516793e+00      -2.826579173013e-03       8.661118440391e-03       2.205272584855e-02       3.539005756173e-03       4.950506299345e-03      -3.323418077426e+00       6.490009560015e-03       4.256887670373e-01       4.224164726017e-01      -2.470216704506e+00      -6.892748383645e-03      -1.086834370474e-01      -4.928166163447e+00       1.631356625590e-02 
       3.433981166189e+02       1.223080060509e-03      -4.027904020413e+00      -2.869599273126e-03       8.372624816689e-03       2.203393676480e-02       3.558973457369e-03       4.952749096980e-03      -3.326286116469e+00       6.510288601676e-03       4.255272190854e-01       4.222247271922e-01      -2.467740427803e+00      -6.899302205929e-03      -1.094323099032e-01      -4.934497531961e+00       1.632396387281e-02 
       3.437685183672e+02       1.224919980352e-03      -4.027279686627e+00      -2.914790356664e-03       8.065434178500e-03       2.201397246692e-02       3.579913778573e-03       4.955093956945e-03      -3.329304507825e+00       6.531596703256e-03       4.253578930580e-01       4.220237194588e-01      -2.465135428939e+00      -6.906081273111e-03      -1.102178113861e-01      -4.941149000747e+00       1.633487399336e-02 
       3.441389201155e+02       1.226761022192e-03      -4.026631623121e+00      -2.959996085359e-03       7.753893186685e-03       2.199377107448e-02       3.600825022916e-03       4.957428663512e-03      -3.332329738429e+00       6.552917429725e-03       4.251888888882e-01       4.218230636168e-01      -2.462525700625e+00      -6.912754688246e-03      -1.110023876535e-01      -4.947803453399e+00       1.634577554454e-02 
       3.445093218637e+02       1.228603186029e-03      -4.025959823531e+00      -3.005214914278e-03       7.437999679518e-03       2.197333512540e-02       3.621706497434e-03       4.959753604634e-03      -3.335361813170e+00       6.574249953658e-03       4.250202056580e-01       4.216227595439e-01      -2.459911295540e+00      -6.919322404326e-03      -1.117860228840e-01      -4.954460887114e+00       1.635666855188e-02 
       3.448797236120e+02       1.230446471865e-03      -4.025264282251e+00      -3.050445314515e-03       7.117751767261e-03       2.195266710259e-02       3.642557517860e-03       4.962069155869e-03      -3.338400736634e+00       6.595593477414e-03       4.248518424568e-01       4.214228071190e-01      -2.457292266383e+00      -6.925784376834e-03      -1.125687012749e-01      -4.961121299096e+00       1.636755304082e-02 
       3.452501253603e+02       1.232290879698e-03      -4.024544994421e+00      -3.095685770367e-03       6.793147828497e-03       2.193176943537e-02       3.663377408500e-03       4.964375680695e-03      -3.341446513107e+00       6.616947225938e-03       4.246837983867e-01       4.212232062225e-01      -2.454668665864e+00      -6.932140563743e-03      -1.133504070421e-01      -4.967784686552e+00       1.637842903671e-02 
       3.456205271085e+02       1.234136409530e-03      -4.023801955917e+00      -3.140934773616e-03       6.464186506906e-03       2.191064450065e-02       3.684165502107e-03       4.966673530772e-03      -3.344499146589e+00       6.638310432323e-03       4.245160725410e-01       4.210239567366e-01      -2.452040546709e+00      -6.938390925516e-03      -1.141311244209e-01      -4.974451046696e+00       1.638929656477e-02 
       3.459909288568e+02       1.235983061358e-03      -4.023035163355e+00      -3.186190822298e-03       6.130866708657e-03       2.188929462406e-02       3.704921139753e-03       4.968963046176e-03      -3.347558640792e+00       6.659682334682e-03       4.243486640025e-01       4.208250585448e-01      -2.449407961658e+00      -6.944535425102e-03      -1.149108376660e-01      -4.981120376744e+00       1.640015565015e-02 
       3.463613306051e+02       1.237830835185e-03      -4.022244614085e+00      -3.231452427870e-03       5.793187599680e-03       2.186772208117e-02       3.725643670714e-03       4.971244555678e-03      -3.350624999145e+00       6.681062194105e-03       4.241815718463e-01       4.206265115319e-01      -2.446770963461e+00      -6.950574027937e-03      -1.156895310525e-01      -4.987792673920e+00       1.641100631788e-02 
