# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       1.410085176262e+02       9.577276648671e-03       1.074345384917e+03       2.209433614471e-01       1.279961120056e+04       9.013270059089e+01       1.817653812784e+06       3.961753821658e+02       1.119016906248e-03       7.806706653737e-03       3.903353326869e-02       3.400136760744e-04       6.826467023856e-05       3.808819787004e-08       5.166603746128e-04       4.881596896756e-02       9.363011483519e-03       9.728130981188e-01 
       1.400197172350e+02       9.680972656093e-03       1.078844545322e+03       2.186110564729e-01       1.279511204016e+04       9.073278752102e+01       1.804363081893e+06       3.972143673706e+02       1.088174212956e-03       7.644766008961e-03       3.822383004480e-02       3.315656371849e-04       6.623782582464e-05       3.808819787004e-08       5.024200200825e-04       4.779079401219e-02       9.426877711533e-03       9.729861824894e-01 
       1.390378013806e+02       9.785774969584e-03       1.083360044384e+03       2.163035677909e-01       1.279059654109e+04       9.133674204392e+01       1.791167017961e+06       3.982540682110e+02       1.058181602122e-03       7.486184554571e-03       3.743092277285e-02       3.233342648877e-04       6.427011268156e-05       3.808819787004e-08       4.885721564239e-04       4.678723343905e-02       9.491191047585e-03       9.731580856744e-01 
       1.380627221352e+02       9.891695295963e-03       1.087891937315e+03       2.140206280354e-01       1.278606464816e+04       9.194458767843e+01       1.778064955371e+06       3.992944808343e+02       1.029015644335e-03       7.330892611666e-03       3.665446305833e-02       3.153138560540e-04       6.235983360771e-05       3.808819787004e-08       4.751059660636e-04       4.580482922465e-02       9.555954619152e-03       9.733288150760e-01 
       1.370944319049e+02       9.998745465527e-03       1.092440279518e+03       2.117619727760e-01       1.278151630596e+04       9.255634807032e+01       1.765056233155e+06       4.003356014019e+02       1.000653555917e-03       7.178821946627e-03       3.589410973314e-02       3.074988605541e-04       6.050533943496e-05       3.808819787004e-08       4.620109295678e-04       4.484313311400e-02       9.621171575572e-03       9.734983780584e-01 
       1.361328834266e+02       1.010693743335e-02       1.097005126600e+03       2.095273404849e-01       1.277695145888e+04       9.317204699276e+01       1.752140194958e+06       4.013774260888e+02       9.730731811229e-04       7.029905741139e-03       3.514952870570e-02       2.998838771015e-04       5.870502768416e-05       3.808819787004e-08       4.492768174256e-04       4.390170641068e-02       9.686845088195e-03       9.736667819469e-01 
       1.351780297666e+02       1.021628328061e-02       1.101586534361e+03       2.073164725036e-01       1.277237005112e+04       9.379170834686e+01       1.739316189011e+06       4.024199510838e+02       9.462529748357e-04       6.884078562836e-03       3.442039281418e-02       2.924636492114e-04       5.695734125793e-05       3.808819787004e-08       4.368936820590e-04       4.298011977132e-02       9.752978350537e-03       9.738340340288e-01 
       1.342298243175e+02       1.032679521590e-02       1.106184558806e+03       2.051291130108e-01       1.276777202667e+04       9.441535616211e+01       1.726583568092e+06       4.034631725897e+02       9.201719857383e-04       6.741276336555e-03       3.370638168278e-02       2.852330612685e-04       5.526076716984e-05       3.808819787004e-08       4.248518500527e-04       4.207795300459e-02       9.819574578440e-03       9.740001415530e-01 
       1.332882207964e+02       1.043848557657e-02       1.110799256136e+03       2.029650089906e-01       1.276315732934e+04       9.504301459687e+01       1.713941689502e+06       4.045070868230e+02       8.948098399483e-04       6.601436316187e-03       3.300718158093e-02       2.781871347037e-04       5.361383530882e-05       3.808819787004e-08       4.131419145980e-04       4.119479487457e-02       9.886637010219e-03       9.741651117305e-01 
       1.323531732427e+02       1.055136683011e-02       1.115430682757e+03       2.008239102009e-01       1.275852590272e+04       9.567470793888e+01       1.701389915028e+06       4.055516900142e+02       8.701467251031e-04       6.464497057109e-03       3.232248528555e-02       2.713210242740e-04       5.201511723796e-05       3.808819787004e-08       4.017547281454e-04       4.033024290838e-02       9.954168906827e-03       9.743289517341e-01 
       1.314246360156e+02       1.066545157549e-02       1.120078895271e+03       1.987055691417e-01       1.275387769021e+04       9.631046060574e+01       1.688927610913e+06       4.065969784079e+02       8.461633748855e-04       6.330398389193e-03       3.165199194596e-02       2.646300144458e-04       5.046322502667e-05       3.808819787004e-08       3.906813952595e-04       3.948390320795e-02       1.002217355201e-02       9.744916686990e-01 
       1.305025637918e+02       1.078075254458e-02       1.124743950489e+03       1.966097410250e-01       1.274921263499e+04       9.695029714538e+01       1.676554147827e+06       4.076429482623e+02       8.228410539737e-04       6.199081390367e-03       3.099540695183e-02       2.581095158755e-04       4.895681011531e-05       3.808819787004e-08       3.799132656701e-04       3.865539026592e-02       1.009065425247e-02       9.746532697225e-01 
       1.295869115636e+02       1.089728260352e-02       1.129425905421e+03       1.945361837435e-01       1.274453068006e+04       9.759424223655e+01       1.664268900836e+06       4.086895958500e+02       8.001615434076e-04       6.070488360732e-03       3.035244180366e-02       2.517550619868e-04       4.749456221138e-05       3.808819787004e-08       3.694419275164e-04       3.784432678550e-02       1.015961433801e-02       9.748137618645e-01 
       1.286776346366e+02       1.101505475413e-02       1.134124817280e+03       1.924846578412e-01       1.273983176820e+04       9.824232068931e+01       1.652071249368e+06       4.097369174573e+02       7.781071263578e-04       5.944562797213e-03       2.972281398606e-02       2.455623056425e-04       4.607520821640e-05       3.808819787004e-08       3.592592007754e-04       3.705034350425e-02       1.022905716172e-02       9.749731521472e-01 
       1.277746886274e+02       1.113408213538e-02       1.138840743488e+03       1.904549264830e-01       1.273511584199e+04       9.889455744550e+01       1.639960577187e+06       4.107849093848e+02       7.566605742864e-04       5.821249368731e-03       2.910624684366e-02       2.395270159057e-04       4.469751118264e-05       3.808819787004e-08       3.493571308732e-04       3.627307902165e-02       1.029898610013e-02       9.751314475556e-01 
       1.268780294617e+02       1.125437802480e-02       1.143573741668e+03       1.884467554256e-01       1.273038284381e+04       9.955097757921e+01       1.627936272359e+06       4.118335679469e+02       7.358051334900e-04       5.700493891900e-03       2.850246945950e-02       2.336450748911e-04       4.336026929885e-05       3.808819787004e-08       3.397279824713e-04       3.551217963045e-02       1.036940455335e-02       9.752886550374e-01 
       1.259876133716e+02       1.137595583996e-02       1.148323869651e+03       1.864599129884e-01       1.272563271583e+04       1.002116062973e+02       1.615997727227e+06       4.128828894724e+02       7.155245120133e-04       5.582243307219e-03       2.791121653610e-02       2.279124747007e-04       4.206231490422e-05       3.808819787004e-08       3.303642334242e-04       3.476729915165e-02       1.044031594529e-02       9.754447815031e-01 
       1.251033968942e+02       1.149882913993e-02       1.153091185474e+03       1.844941700245e-01       1.272086540001e+04       1.008764689398e+02       1.604144338375e+06       4.139328703040e+02       6.958028669227e-04       5.466445655761e-03       2.733222827880e-02       2.223253144448e-04       4.080251352974e-05       3.808819787004e-08       3.212585689043e-04       3.403809877303e-02       1.051172372377e-02       9.755998338264e-01 
       1.242253368690e+02       1.162301162678e-02       1.157875747382e+03       1.825492998925e-01       1.271608083810e+04       1.015455909805e+02       1.592375506604e+06       4.149835067985e+02       6.766247919317e-04       5.353050056345e-03       2.676525028173e-02       2.168797973436e-04       3.957976296631e-05       3.808819787004e-08       3.124038756875e-04       3.332424689123e-02       1.058363136071e-02       9.757538188439e-01 
       1.233533904358e+02       1.174851714709e-02       1.162677613829e+03       1.806250784282e-01       1.271127897165e+04       1.022189980273e+02       1.580690636900e+06       4.160347953271e+02       6.579753053664e-04       5.242006683187e-03       2.621003341594e-02       2.115722279076e-04       3.839299235868e-05       3.808819787004e-08       3.037932365976e-04       3.262541895719e-02       1.065604235230e-02       9.759067433555e-01 
       1.224875150328e+02       1.187535969346e-02       1.167496843477e+03       1.787212839171e-01       1.270645974200e+04       1.028967158228e+02       1.569089138405e+06       4.170867322749e+02       6.398398384633e-04       5.133266744003e-03       2.566633372001e-02       2.063990091960e-04       3.724116132471e-05       3.808819787004e-08       2.954199251028e-04       3.194129732498e-02       1.072896021917e-02       9.760586141247e-01 
       1.216276683946e+02       1.200355340607e-02       1.172333495197e+03       1.768376970667e-01       1.270162309028e+04       1.035787702447e+02       1.557570424388e+06       4.181393140414e+02       6.222042239893e-04       5.026782458575e-03       2.513391229288e-02       2.013566401492e-04       3.612325909905e-05       3.808819787004e-08       2.872774000616e-04       3.127157110385e-02       1.080238850656e-02       9.762094378782e-01 
       1.207738085497e+02       1.213311257422e-02       1.177187628071e+03       1.749741009794e-01       1.269676895741e+04       1.042651873061e+02       1.546133912219e+06       4.191925370400e+02       6.050546851753e-04       4.922507037763e-03       2.461253518881e-02       1.964417129945e-04       3.503830370077e-05       3.808819787004e-08       2.793593006132e-04       3.061593601356e-02       1.087633078450e-02       9.763592213064e-01 
       1.199258938189e+02       1.226405163790e-02       1.182059301394e+03       1.731302811259e-01       1.269189728409e+04       1.049559931564e+02       1.534779023335e+06       4.202463976987e+02       5.883778249551e-04       4.820394662942e-03       2.410197331471e-02       1.916509107224e-04       3.398534112406e-05       3.808819787004e-08       2.716594412093e-04       2.997409424274e-02       1.095079064795e-02       9.765079710635e-01 
       1.190838828130e+02       1.239638518938e-02       1.186948574669e+03       1.713060253184e-01       1.268700801081e+04       1.056512140814e+02       1.523505183218e+06       4.213008924595e+02       5.721606155003e-04       4.720400465877e-03       2.360200232939e-02       1.869810046320e-04       3.296344455157e-05       3.808819787004e-08       2.641718067819e-04       2.934575431038e-02       1.102577171702e-02       9.766556937676e-01 
       1.182477344312e+02       1.253012797485e-02       1.191855507617e+03       1.695011236844e-01       1.268210107786e+04       1.063508765039e+02       1.512311821362e+06       4.223560177787e+02       5.563903880444e-04       4.622480509010e-03       2.311240254505e-02       1.824288519435e-04       3.197171358959e-05       3.808819787004e-08       2.568905480453e-04       2.873063093029e-02       1.110127763712e-02       9.768023960006e-01 
       1.174174078583e+02       1.266529489596e-02       1.196780160167e+03       1.677153686413e-01       1.267717642531e+04       1.070550069841e+02       1.501198371248e+06       4.234117701268e+02       5.410548229866e-04       4.526591766153e-03       2.263295883076e-02       1.779913934753e-04       3.100927352458e-05       3.808819787004e-08       2.498099769266e-04       2.812844487850e-02       1.117731207913e-02       9.769480843087e-01 
       1.165928625636e+02       1.280190101154e-02       1.201722592466e+03       1.659485548702e-01       1.267223399301e+04       1.077636322201e+02       1.490164270314e+06       4.244681459886e+02       5.261419402685e-04       4.432692103587e-03       2.216346051793e-02       1.736656513851e-04       3.007527460041e-05       3.808819787004e-08       2.429245621230e-04       2.753892286350e-02       1.125387873960e-02       9.770927652023e-01 
       1.157740582983e+02       1.293996153923e-02       1.206682864874e+03       1.642004792907e-01       1.266727372060e+04       1.084767790484e+02       1.479208959930e+06       4.255251418631e+02       5.116400900165e-04       4.340740261552e-03       2.170370130776e-02       1.694487269724e-04       2.916889131573e-05       3.808819787004e-08       2.362289247811e-04       2.696179739928e-02       1.133098134093e-02       9.772364451562e-01 
       1.149609550937e+02       1.307949185714e-02       1.211661037969e+03       1.624709410362e-01       1.266229554751e+04       1.091944744442e+02       1.468331885369e+06       4.265827542639e+02       4.975379434417e-04       4.250695836118e-03       2.125347918059e-02       1.653377985412e-04       2.828932174094e-05       3.808819787004e-08       2.297178342948e-04       2.639680668119e-02       1.140862363151e-02       9.773791306095e-01 
       1.141535132596e+02       1.322050750553e-02       1.216657172542e+03       1.607597414290e-01       1.265729941294e+04       1.099167455221e+02       1.457532495779e+06       4.276409797185e+02       4.838244839903e-04       4.162519261434e-03       2.081259630717e-02       1.613301193201e-04       2.743578685422e-05       3.808819787004e-08       2.233862042204e-04       2.584369446433e-02       1.148680938595e-02       9.775208279660e-01 
       1.133516933818e+02       1.336302418858e-02       1.221671329604e+03       1.590666839559e-01       1.265228525587e+04       1.106436195364e+02       1.446810244158e+06       4.286998147688e+02       4.704889987386e-04       4.076171792344e-03       2.038085896172e-02       1.574230154403e-04       2.660752989602e-05       3.808819787004e-08       2.172290883026e-04       2.530220994474e-02       1.156554240524e-02       9.776615435944e-01 
       1.125554563204e+02       1.350705777604e-02       1.226703570384e+03       1.573915742439e-01       1.264725301510e+04       1.113751238814e+02       1.436164587329e+06       4.297592559711e+02       4.575210700248e-04       3.991615487364e-03       1.995807743682e-02       1.536138839682e-04       2.580381574165e-05       3.808819787004e-08       2.112416766113e-04       2.477210764299e-02       1.164482651695e-02       9.778012838282e-01 
       1.117647632082e+02       1.365262430503e-02       1.231753956328e+03       1.557342200365e-01       1.264220262915e+04       1.121112860922e+02       1.425594985906e+06       4.308192998961e+02       4.449105673108e-04       3.908813192018e-03       1.954406596009e-02       1.499001909914e-04       2.502393029126e-05       3.808819787004e-08       2.054192917841e-04       2.425314729039e-02       1.172466557540e-02       9.779400549657e-01 
       1.109795754483e+02       1.379973998179e-02       1.236822549102e+03       1.540944311701e-01       1.263713403638e+04       1.128521338448e+02       1.415100904277e+06       4.318799431284e+02       4.326476392698e-04       3.827728522505e-03       1.913864261252e-02       1.462794697573e-04       2.426717987693e-05       3.808819787004e-08       1.997573853731e-04       2.374509371763e-02       1.180506346183e-02       9.780778632704e-01 
       1.101998547126e+02       1.394842118345e-02       1.241909410595e+03       1.524720195504e-01       1.263204717488e+04       1.135976949568e+02       1.404681810570e+06       4.329411822675e+02       4.207227060904e-04       3.748325849721e-03       1.874162924860e-02       1.427493188621e-04       2.353289068624e-05       3.808819787004e-08       1.942515342914e-04       2.324771674577e-02       1.188602408464e-02       9.782147149713e-01 
       1.094255629397e+02       1.409868445983e-02       1.247014602913e+03       1.508667991297e-01       1.262694198257e+04       1.143479973877e+02       1.394337176632e+06       4.340030139267e+02       4.091264519936e-04       3.670570283602e-03       1.835285141801e-02       1.393074004895e-04       2.282040820204e-05       3.808819787004e-08       1.888974373584e-04       2.276079107965e-02       1.196755137954e-02       9.783506162624e-01 
       1.086566623333e+02       1.425054653529e-02       1.252138188388e+03       1.492785858841e-01       1.262181839709e+04       1.151030692393e+02       1.384066478002e+06       4.350654347339e+02       3.978498179562e-04       3.594427657796e-03       1.797213828898e-02       1.359514386973e-04       2.212909665768e-05       3.808819787004e-08       1.836909119399e-04       2.228409620357e-02       1.204964930974e-02       9.784855733033e-01 
       1.078931153598e+02       1.440402431053e-02       1.257280229570e+03       1.477071977907e-01       1.261667635591e+04       1.158629387562e+02       1.373869193882e+06       4.361284413312e+02       3.868839946338e-04       3.519864514652e-03       1.759932257326e-02       1.326792177500e-04       2.145833850764e-05       3.808819787004e-08       1.786278906807e-04       2.181741627917e-02       1.213232186616e-02       9.786195922195e-01 
       1.071348847474e+02       1.455913486449e-02       1.262440789238e+03       1.461524548053e-01       1.261151579624e+04       1.166276343264e+02       1.363744807116e+06       4.371920303751e+02       3.762204154803e-04       3.446848090519e-03       1.723424045259e-02       1.294885804981e-04       2.080753391283e-05       3.808819787004e-08       1.737044183280e-04       2.136054004562e-02       1.221557306764e-02       9.787526791018e-01 
       1.063819334832e+02       1.471589545617e-02       1.267619930391e+03       1.446141788408e-01       1.260633665509e+04       1.173971844813e+02       1.353692804164e+06       4.382561985363e+02       3.658507500552e-04       3.375346301352e-03       1.687673150676e-02       1.263774268003e-04       2.017610024031e-05       3.808819787004e-08       1.689166486409e-04       2.091326072181e-02       1.229940696107e-02       9.788848400072e-01 
       1.056342248124e+02       1.487432352660e-02       1.272817716254e+03       1.430921937451e-01       1.260113886923e+04       1.181716178965e+02       1.343712675073e+06       4.393209425001e+02       3.557668975174e-04       3.305327728616e-03       1.652663864308e-02       1.233437119897e-04       1.956347157695e-05       3.808819787004e-08       1.642608413866e-04       2.047537591079e-02       1.238382762166e-02       9.790160809586e-01 
       1.048917222357e+02       1.503443670069e-02       1.278034210279e+03       1.415863252796e-01       1.259592237520e+04       1.189509633922e+02       1.333803913457e+06       4.403862589657e+02       3.459609802965e-04       3.236761605482e-03       1.618380802741e-02       1.203854453808e-04       1.896909825677e-05       3.808819787004e-08       1.597333594188e-04       2.004668750619e-02       1.246883915310e-02       9.791464079450e-01 
       1.041543895081e+02       1.519625278923e-02       1.283269476143e+03       1.400964010981e-01       1.259068710934e+04       1.197352499334e+02       1.323966016469e+06       4.414521446469e+02       3.364253379396e-04       3.169617803309e-03       1.584808901654e-02       1.175006888175e-04       1.839244640139e-05       3.808819787004e-08       1.553306658358e-04       1.962700160064e-02       1.255444568775e-02       9.792758269215e-01 
       1.034221906366e+02       1.535978979080e-02       1.288523577753e+03       1.386222507256e-01       1.258543300773e+04       1.205245066302e+02       1.314198484777e+06       4.425185962717e+02       3.271525211270e-04       3.103866818405e-03       1.551933409203e-02       1.146875552614e-04       1.783299747336e-05       3.808819787004e-08       1.510493212187e-04       1.921612839624e-02       1.264065138687e-02       9.794043438100e-01 
       1.026950898791e+02       1.552506589377e-02       1.293796579242e+03       1.371637055377e-01       1.258016000624e+04       1.213187627389e+02       1.304500822540e+06       4.435856105824e+02       3.181352858540e-04       3.039479759069e-03       1.519739879535e-02       1.119442074169e-04       1.729024784206e-05       3.808819787004e-08       1.468859809437e-04       1.881388211683e-02       1.272746044082e-02       9.795319644985e-01 
       1.019730517421e+02       1.569209947829e-02       1.299088544972e+03       1.357205987398e-01       1.257486804051e+04       1.221180476617e+02       1.294872537385e+06       4.446531843357e+02       3.093665877713e-04       2.976428332892e-03       1.488214166446e-02       1.092688563954e-04       1.676370836159e-05       3.808819787004e-08       1.428373925703e-04       1.842008092229e-02       1.281487706922e-02       9.796586948418e-01 
       1.012560409791e+02       1.586090911834e-02       1.304399539537e+03       1.342927653471e-01       1.256955704594e+04       1.229223909472e+02       1.285313140379e+06       4.457213143023e+02       3.008395766827e-04       2.914684834329e-03       1.457342417165e-02       1.066597604146e-04       1.625290396065e-05       3.808819787004e-08       1.389003933000e-04       1.803454682457e-02       1.290290552122e-02       9.797845406613e-01 
       1.005440225890e+02       1.603151358374e-02       1.309729627759e+03       1.328800421643e-01       1.256422695772e+04       1.237318222912e+02       1.275822146009e+06       4.467899972676e+02       2.925475911945e-04       2.854222132527e-03       1.427111066263e-02       1.041152235336e-04       1.575737324372e-05       3.808819787004e-08       1.350719075062e-04       1.765710560559e-02       1.299155007565e-02       9.799095077456e-01 
       9.983696181454e+01       1.620393184221e-02       1.315078874693e+03       1.314822677659e-01       1.255887771079e+04       1.245463715367e+02       1.266399072156e+06       4.478592300309e+02       2.844841535110e-04       2.795013659402e-03       1.397506829701e-02       1.016335944226e-04       1.527666810352e-05       3.808819787004e-08       1.313489443311e-04       1.728758673687e-02       1.308081504124e-02       9.800336018500e-01 
       9.913482414008e+01       1.637818306151e-02       1.320447345626e+03       1.300992824765e-01       1.255350923985e+04       1.253660686745e+02       1.257043440074e+06       4.489290094058e+02       2.766429643752e-04       2.737033397967e-03       1.368516698984e-02       9.921326516594e-05       1.481035334431e-05       3.808819787004e-08       1.277285953501e-04       1.692582330089e-02       1.317070475688e-02       9.801568286970e-01 
       9.843757529042e+01       1.655428661148e-02       1.325835106078e+03       1.287309283512e-01       1.254812147940e+04       1.261909438434e+02       1.247754774361e+06       4.499993322204e+02       2.690178981476e-04       2.680255870905e-03       1.340127935453e-02       9.685267009715e-05       1.435800631566e-05       3.808819787004e-08       1.242080322991e-04       1.657165191417e-02       1.326122359176e-02       9.802791939764e-01 
       9.774518122892e+01       1.673226206619e-02       1.331242221803e+03       1.273770491571e-01       1.254271436368e+04       1.270210273309e+02       1.238532602944e+06       4.510701953168e+02       2.616029980214e-04       2.624656129369e-03       1.312328064685e-02       9.455028466651e-05       1.391921655660e-05       3.808819787004e-08       1.207845048657e-04       1.622491265197e-02       1.335237594560e-02       9.804007033455e-01 
       9.705760815583e+01       1.691212920614e-02       1.336668758791e+03       1.260374903534e-01       1.253728782669e+04       1.278563495732e+02       1.229376457046e+06       4.521415955514e+02       2.543924713692e-04       2.570209742023e-03       1.285104871012e-02       9.230462433876e-05       1.349358544960e-05       3.808819787004e-08       1.174553385408e-04       1.588544897458e-02       1.344416624892e-02       9.805213624288e-01 
       9.637482250673e+01       1.709390802036e-02       1.342114783264e+03       1.247120990735e-01       1.253184180221e+04       1.286969411559e+02       1.220285871173e+06       4.532135297949e+02       2.473806852179e-04       2.516892784309e-03       1.258446392154e-02       9.011424352097e-05       1.308072588439e-05       3.808819787004e-08       1.142179325290e-04       1.555310765532e-02       1.353659896316e-02       9.806411768187e-01 
       9.569679095080e+01       1.727761870867e-02       1.347580361686e+03       1.234007241060e-01       1.252637622379e+04       1.295428328140e+02       1.211260383083e+06       4.542859949319e+02       2.405621618487e-04       2.464681827933e-03       1.232340913966e-02       8.797773451949e-05       1.268026193107e-05       3.808819787004e-08       1.110697577172e-04       1.522773870988e-02       1.362967858098e-02       9.807601520752e-01 
       9.502348038924e+01       1.746328168386e-02       1.353065560752e+03       1.221032158765e-01       1.252089102473e+04       1.303940554328e+02       1.202299533769e+06       4.553589878616e+02       2.339315745180e-04       2.413553930574e-03       1.206776965287e-02       8.589372652522e-05       1.229182852249e-05       3.808819787004e-08       1.080083546990e-04       1.490919532738e-02       1.372340962644e-02       9.808782937263e-01 
